symptoms,disease
I have weight gain and cold hands and feets and mood swings and lethargy and dizziness and puffy face and eyes and enlarged thyroid and brittle nails and swollen extremeties and depression and irritability and abnormal menstruation. What could it be?,This could be a sign of Hypothyroidism.
I have weight gain and cold hands and feets and mood swings and lethargy and dizziness and puffy face and eyes and enlarged thyroid and brittle nails and swollen extremeties and depression and irritability and abnormal menstruation. What could it be?,This could be a sign of Hypothyroidism.
I have fatigue and cold hands and feets and mood swings and lethargy and dizziness and puffy face and eyes and enlarged thyroid and brittle nails and swollen extremeties and depression and irritability and abnormal menstruation. What could it be?,This could be a sign of Hypothyroidism.
I have fatigue and weight gain and mood swings and lethargy and dizziness and puffy face and eyes and enlarged thyroid and brittle nails and swollen extremeties and depression and irritability and abnormal menstruation. What could it be?,This could be a sign of Hypothyroidism.
I have fatigue and weight gain and cold hands and feets and lethargy and dizziness and puffy face and eyes and enlarged thyroid and brittle nails and swollen extremeties and depression and irritability and abnormal menstruation. What could it be?,This could be a sign of Hypothyroidism.
I have fatigue and weight gain and cold hands and feets and mood swings and dizziness and puffy face and eyes and enlarged thyroid and brittle nails and swollen extremeties and depression and irritability and abnormal menstruation. What could it be?,This could be a sign of Hypothyroidism.
I have fatigue and weight gain and cold hands and feets and mood swings and lethargy and puffy face and eyes and enlarged thyroid and brittle nails and swollen extremeties and depression and irritability and abnormal menstruation. What could it be?,This could be a sign of Hypothyroidism.
I have fatigue and weight gain and cold hands and feets and mood swings and lethargy and dizziness and enlarged thyroid and brittle nails and swollen extremeties and depression and irritability and abnormal menstruation. What could it be?,This could be a sign of Hypothyroidism.
I have fatigue and mood swings and weight loss and restlessness and sweating and diarrhoea and fast heart rate and excessive hunger and muscle weakness and irritability and abnormal menstruation. What could it be?,This could be a sign of Hyperthyroidism.
I have fatigue and mood swings and weight loss and restlessness and sweating and diarrhoea and fast heart rate and excessive hunger and muscle weakness and irritability and abnormal menstruation. What could it be?,This could be a sign of Hyperthyroidism.
I have mood swings and weight loss and restlessness and sweating and diarrhoea and fast heart rate and excessive hunger and muscle weakness and irritability and abnormal menstruation. What could it be?,This could be a sign of Hyperthyroidism.
I have fatigue and weight loss and restlessness and sweating and diarrhoea and fast heart rate and excessive hunger and muscle weakness and irritability and abnormal menstruation. What could it be?,This could be a sign of Hyperthyroidism.
I have fatigue and mood swings and restlessness and sweating and diarrhoea and fast heart rate and excessive hunger and muscle weakness and irritability and abnormal menstruation. What could it be?,This could be a sign of Hyperthyroidism.
I have fatigue and mood swings and weight loss and sweating and diarrhoea and fast heart rate and excessive hunger and muscle weakness and irritability and abnormal menstruation. What could it be?,This could be a sign of Hyperthyroidism.
I have fatigue and mood swings and weight loss and restlessness and diarrhoea and fast heart rate and excessive hunger and muscle weakness and irritability and abnormal menstruation. What could it be?,This could be a sign of Hyperthyroidism.
I have fatigue and mood swings and weight loss and restlessness and sweating and fast heart rate and excessive hunger and muscle weakness and irritability and abnormal menstruation. What could it be?,This could be a sign of Hyperthyroidism.
I have fatigue and mood swings and weight loss and restlessness and sweating and diarrhoea and excessive hunger and muscle weakness and irritability and abnormal menstruation. What could it be?,This could be a sign of Hyperthyroidism.
I have fatigue and mood swings and weight loss and restlessness and sweating and diarrhoea and fast heart rate and muscle weakness and irritability and abnormal menstruation. What could it be?,This could be a sign of Hyperthyroidism.
I have vomiting and fatigue and anxiety and sweating and headache and nausea and blurred and distorted vision and excessive hunger and slurred speech and irritability and palpitations. What could it be?,This could be a sign of Hypoglycemia.
I have vomiting and fatigue and anxiety and sweating and headache and nausea and blurred and distorted vision and excessive hunger and drying and tingling lips and slurred speech and irritability and palpitations. What could it be?,This could be a sign of Hypoglycemia.
I have vomiting and fatigue and anxiety and sweating and headache and nausea and blurred and distorted vision and excessive hunger and drying and tingling lips and slurred speech and irritability and palpitations. What could it be?,This could be a sign of Hypoglycemia.
I have fatigue and anxiety and sweating and headache and nausea and blurred and distorted vision and excessive hunger and drying and tingling lips and slurred speech and irritability and palpitations. What could it be?,This could be a sign of Hypoglycemia.
I have vomiting and anxiety and sweating and headache and nausea and blurred and distorted vision and excessive hunger and drying and tingling lips and slurred speech and irritability and palpitations. What could it be?,This could be a sign of Hypoglycemia.
I have vomiting and fatigue and sweating and headache and nausea and blurred and distorted vision and excessive hunger and drying and tingling lips and slurred speech and irritability and palpitations. What could it be?,This could be a sign of Hypoglycemia.
